assembly_run_ids,study_id
ERZ3455874,MGYS00005846
ERZ3455875,MGYS00005846
ERZ3455889,MGYS00005846
ERZ3455900,MGYS00005846
ERZ3455820,MGYS00005846
ERZ3455828,MGYS00005846
ERZ3455861,MGYS00005846
ERZ3455864,MGYS00005846
ERZ3455886,MGYS00005846
ERZ3455894,MGYS00005846
ERZ3455895,MGYS00005846
ERZ3455846,MGYS00005846
ERZ3455856,MGYS00005846
ERZ3455899,MGYS00005846
ERZ3455879,MGYS00005846
ERZ3455793,MGYS00005846
ERZ3455819,MGYS00005846
ERZ3455848,MGYS00005846
ERZ3455853,MGYS00005846
ERZ3455878,MGYS00005846
ERZ3455804,MGYS00005846
ERZ3455829,MGYS00005846
ERZ3455833,MGYS00005846
ERZ3455840,MGYS00005846
ERZ3455869,MGYS00005846
ERZ3455883,MGYS00005846
ERZ3455893,MGYS00005846
ERZ3455808,MGYS00005846
ERZ3455890,MGYS00005846
ERZ3455897,MGYS00005846
ERZ3455866,MGYS00005846
ERZ3455898,MGYS00005846
OFEK01,MGYS00002316
ERZ761564,MGYS00003380
ERZ764804,MGYS00003395
ERZ772708,MGYS00003410
ERZ773283,MGYS00003413
ERZ724020,MGYS00003512
ERZ764730,MGYS00003520
ERZ761562,MGYS00003623
ERZ773282,MGYS00003646
ERZ778038,MGYS00004767
ERZ795017,MGYS00004898
ERZ795026,MGYS00004907
ERZ795029,MGYS00004910
ERZ795031,MGYS00004912
ERZ795044,MGYS00004917
ERZ795053,MGYS00004926
ERZ795056,MGYS00004929
ERZ795059,MGYS00004932
ERZ795062,MGYS00004935
ERZ795063,MGYS00004936
ERZ795064,MGYS00004937
ERZ795066,MGYS00004939
ERZ795067,MGYS00004940
ERZ795075,MGYS00004948
ERZ795076,MGYS00004949
ERZ795389,MGYS00004985
ERZ795397,MGYS00004989
ERZ746980,MGYS00004999
ERZ781412,MGYS00005016
ERZ781411,MGYS00005016
ERZ781410,MGYS00005016
ERZ781409,MGYS00005016
ERZ794912,MGYS00002058
ERZ794919,MGYS00002058
ERZ794932,MGYS00002058
ERZ794914,MGYS00002058
ERZ794915,MGYS00002058
ERZ794916,MGYS00002058
ERZ794917,MGYS00002058
ERZ794918,MGYS00002058
ERZ794920,MGYS00002058
ERZ794921,MGYS00002058
ERZ794930,MGYS00002058
ERZ794931,MGYS00002058
ERZ724508,MGYS00005035
ERZ724502,MGYS00005035
ERZ724529,MGYS00005035
ERZ724524,MGYS00005035
ERZ724514,MGYS00005035
ERZ724528,MGYS00005035
ERZ1026792,MGYS00005431
ERZ1026805,MGYS00005431
ERZ1026796,MGYS00005431
ERZ1026800,MGYS00005431
ERZ1026810,MGYS00005431
ERZ1026814,MGYS00005431
ERZ1764620,MGYS00005802
ERZ1764613,MGYS00005802
ERZ1764614,MGYS00005802
ERZ1764618,MGYS00005802
ERZ1764622,MGYS00005802
ERZ1764624,MGYS00005802
